id,question,original_answer,audit_status,support_method,support_pos,match_detail,revised_answer,revised_note,support_excerpt
92,Diyarbekir'den 13. Kolordu Kumandanı Cevdet Bey'in 14 Eylül 1919 tarihli itirazları nelerdir?,Merkezi hükümetle büsbütün alaka kesilirse muhalifler bu hareketi hilafete karşı isyan göstererek kamuoyunu yanıltacaklardır. Memur ve askerin maaşları için kaynak düşünüldü mü? İngilizler geniş ölçekte işgal planı tatbik ederse yeni baştan muharebeye girişmeye taraftar mısınız? Muvaffakiyetten ne dereceye kadar eminsiniz?,partial_substring_support,answer_ngram_search,264055,göstererek kamuoyunu yanıltacaklardır,,,"him vazifesidir. Merkezi hükümet milleti aldatarak mebus seçimlerini aylarca icra etmemiş olduğu gibi, son zamanda verdiği seçim emrini de türlü sebeplerle geciktirmekte ve ertelemektedir. Ferit Paşa'nın, Toros'un ötesindeki vilayetlerimizden feragat ettiği Sulh Konferansı'na "
93,Erzurum Heyeti Merkeziyesi'nin 15 Eylül 1919 tarihli itirazı nedir?,Talimatnamemizin altıncı maddesinin (yani Heyeti Temsiliye'nin merciiyetine ait) nizamnamemizle uyumlu kılınmak üzere heyeti merkeziyelerden olur alınması icap eder denilmektedir.,partial_substring_support,answer_ngram_search,264794,merciiyetine ait nizamnamemizle uyumlu kılınmak,,,"ülmüş olduğundan, Umumi Kongre, orduyu ve milleti uyanıklığa davetle aşağıdaki hususların süratle icrasını milletin hayati meselelerinden sayar ve beyan eyler: İlk olarak - Seçim hazırlıklarının yürürlükte olan kanundaki en asgari müddet zarfında icrası ve tamamlanması için belediyeler "
94,Malatya'da Kumandan İlyas Bey 15 Eylül 1919'da ne önermiştir?,"Elâziz vilayeti halkının, Kongre'nin maksat ve emelinden haberdar edilerek hiç olmazsa bir derece aydınlatılmalarına değin bu hususun ertelenmesini münasip bulduğunu arz etmiştir.",partial_substring_support,answer_ngram_search,264985,vilayeti halkının kongre nin maksat,,,nın yürürlükte olan kanundaki en asgari müddet zarfında icrası ve tamamlanması için belediyeler ve Müdafaai Hukuk Cemiyetleri tam faaliyet ile çalışmalıdır. İkinci olarak - Sancaklardan çıkarılacak mebusların nüfus miktarına göre adedi hemen tespit olunarak Heyeti Temsiliye'
95,Sivas'ın Müdafaai Hukuk Cemiyeti Heyeti Merkeziyesi'nin raporu ne içermektedir?,Tebliğ buyurulan maddelerin bütününden memlekette geçici bir idare ilan edileceği anlaşılmaktadır. Bunun Cemiyet nizamnamesinin özel maddesine dayandırılmak imkânı görülememektedir. Zatı Şahane'ye maruzat bildirebilecek vesileleri büyük bir sükün ve samimiyetle ve tatlı bir şekilde aramayı tavsiye ediyordu.,partial_substring_support,answer_ngram_search,265298,tebliğ buyurulan maddelerin bütününden memlekette,,,"eselesi daha sonra haberleşerek hallolunacaktır. Üçüncü olarak - Gerek seçim hazırlıkları, gerek seçimlerin icrasında gecikmeye yol açacak sebeplerin şimdiden düşünülerek ortadan kaldırılması ve hiçbir gecikmeye meydan verilmeyerek asgari müddet zarfında seçimlerin neticelendirilmesi. İşb"
96,Servet Bey kimdir ve 15 Eylül 1919'da ne itiraz etmiştir?,"Heyeti Temsiliye üyelerinden olup birçok davet ve ricalarımıza rağmen refakat etmeyen, Sivas Kongresi'nde bulunmamak için mazeretler icat eden bir kişidir. Trabzon'dan çektiği telgrafta: Sivas Kongresi genel kongre şekline girmiş ki bu kararlarımıza aykırıdır. Heyeti Temsiliyemiz arasına üye seçmeye salahiyettar olamayacaktı. Merkezi hükümet ile haberleşmeleri kesmek bir emrivaki oldu. Heyeti Temsiliye'nin merciiyeti meselesi kamuoyu nazarında pek nahoş tesirler yapacaktır. Erzurum Kongresi hükümleri haricinde yapılacak muameleye iştirak edemeyeceğiz protestosunda bulunmuştur.",partial_substring_support,answer_ngram_search,266866,haricinde yapılacak muameleye iştirak edemeyeceğiz,,,"eyeti, aşağıdaki kararları zatıâlilerine tebliği vazife sayar: 1. Padişah Hazretleri'nin namına olarak yürürlükteki kanunlar dairesinde devlet işleri ve muameleleri eskisi gibi yürütülmeye devam olunacaktır. Cins ve mezhep ayırmaksızın ahalinin can, mal ve ırzı ve her türlü hakları teminat"
97,Amasya Tamimi'nin milli sır olarak tutulması neden gerekli görülmüştür?,"Her ihtimale karşı keyfiyetin bir milli sır halinde tutulması ve delegelerin lüzum görülen mahallerde seyahatlerinin kılık değiştirerek yapılması lazımdı. Bu, İstanbul hükümeti ve İngilizlerin milli hareketi engellemesini önlemek içindi.",partial_substring_support,answer_ngram_search,73929,mahallerde seyahatlerinin kılık değiştirerek yapılması,,,craatın bir an evvel şahsi olmak mahiyetinden çıkarılması ve bütün milletin birlik ve dayanışmasını temin ve temsil edecek bir heyet namına olması elzemdi. Sivas'ta genel bir milli heyet toplamak kararı Bu sebeple 18 Haziran 1919 tarihinde Trakya'ya verdiğim direktifte işaret ettiğim bir nokta
98,Mustafa Kemal neden Ali Fuat Paşa'yı Havza'ya davet etmiştir?,"Fakat, Fuat Paşa'yı yakından görmek, mıntıkaları, muhitleri, düşünceleri hakkında fikir alışverişinde bulunmak, bence pek ziyade arzuya değer idi.",exact_quote_or_near,answer_substring,75848,,,,"ın 21/22 Haziran 1919 gecesi, karanlık bir odada alınmış korkunç ve esrarengiz, yeni bir karar olmadığı, zannımca kolaylıkla takdir buyurulur. Bu noktanın açıklığa kavuşması için, arzu buyurursanız küçük bir izahta bulunayım. Efendiler, o müsvedde işte aynen şu kâğıtlardır. (Göstererek) Dört maddeyi ihtiva ediyor, muhteviyatını beyan ettim. Nihayetinde benim imzam vardır. Bir d"
99,Rauf Bey neden İstanbul'u terk ederken Mustafa Kemal'in yanına gelmemiştir?,Fırka Kumandanı Miralay Bekir Sami Bey'le buluşmak üzere ve İzmir cephesine daha yakın bir yerde daha faal ve daha faydalı olacağını farz ederek Bandırma-Akhisar yoluyla Manisa havalisine gitmiş.,exact_quote_or_near,answer_substring,77128,,,,"elgraf da şifredir. O halde neden ismini şifre olarak dahi yazdırmaktan çekiniyor?! Bir hayli düşündüm. Anlar gibi oldum. Tahmin buyurulur ki, muamma halliyle iştigale zamanım müsait değildi. Fakat, Fuat Paşa'yı yakından görmek, mıntıkaları, muhitleri, düşünceleri hakkında fikir alışverişinde bulunmak, bence pek ziyade arzuya değer idi. Bu muammalı telgraftan ilham alarak kendisine şu ricada bulundum: "" Ankara'dan ayrıldığınızı his"
100,Mustafa Kemal neden merkezi hükümet ile münasebetleri kesme kararı almıştır?,"Milli emelleri hainane bir surette çarpıtarak milli teşebbüsleri gayri meşru ilan eden, Padişah ile millet arasında engelleyici bir set teşkil eden ve ahaliyi yekdiğeri aleyhine silahlandıran merkezi hükümet ile münasebetleri kesmek mecburiyetinde kalınmıştır.",partial_substring_support,answer_ngram_search,261386,ahaliyi yekdiğeri aleyhine silahlandıran,,,"erilen bir saat mühlet zarfında saraya yol vermeyeceği anlaşılıyordu. Dolayısıyla 12 Eylül 1919 günü bütün kumandanlara ve vilayetlere şu genel tebliğ yapıldı: Bir saate kadar, sureti aşağıda yer alan telgrafname Umumi Kongre Heyeti tarafından Sadrazam'a çekilecektir. Dolayısıyla"
101,Mustafa Kemal'in '19/22 Haziran 1919 gecesi karanlık bir odada alınmış korkunç ve esrarengiz yeni bir karar olmadığı' ifadesinin anlamı nedir?,"Bu ifade, Amasya Tamimi'nin ani ve plansız bir karar olmadığını, daha önce düşünülmüş ve Trakya'ya dört gün evvel tebliğ edilmiş bir kararın Anadolu'ya da tamimen tebliğiyle alakalı bulunduğunu göstermektedir.",partial_substring_support,answer_ngram_search,74371,tamimen tebliğiyle alakalı,,,"eylemek üzere, Sivas'ta genel bir milli heyet toplamaktı. Bu maksadın temini için yaverim Cevat Abbas Bey'e 21/22 Haziran 1919 gecesi Amasya'da dikte ettiğim tamimin esas noktaları şunlar idi: 1. Vatanın bütünlüğü, milletin bağımsızlığı tehlikededir. 2. Merkezi hükü"
102,İmza meselesine dair izahatın müteakip senelere ait karanlık noktaları aydınlatmaya yararlı olacağı ne anlama gelmektedir?,"Refet Bey ve Rauf Bey'in imza konusundaki tereddütlü tavırları, daha sonraki yıllarda bu kişilerle Mustafa Kemal arasında ortaya çıkacak görüş ayrılıklarının ilk işaretleridir.",partial_substring_support,answer_ngram_search,65956,ortaya çıkacak,,,ledir Adet 58 Harbiye Nezareti Celilesine C: 2 Haziran 1919 şifre: Sivas ve civarında evvelce bulunan Ermenileri ve daha sonra gelen mültecileri dehşete düşürecek hiçbir hadise olmamıştır. Ne Sivas'ta ve ne de civarında endişe verici hiçbir hal yoktur. H
103,"Mustafa Kemal'in 'tarihin ananevi boyun kırmaktan üzüntü duymayan millet, biz yürüyelim, arkamızdan gelsin fikrinde bulunanların uğradıkları akıbetler ve cezalarla dolu' sözünün anlamı nedir?","Bu söz, halkı dinlemeden, halkın örf ve adetlerini dikkate almadan, tepeden inmeci bir yaklaşımla hareket edenlerin tarihte başarısız olduklarını ve cezalandırıldıklarını ifade eder. İdare adamlarının böyle sakat zihniyetlere kapılmamaları gerektiğini vurgular.",partial_substring_support,answer_ngram_search,112599,dare adamlarının,,,"nden mahrum etmemeye çalışırken, siz bu hareketinizle, en azından kuşatılmış bir muhite giriyorsunuz. Biz hiç caiz görmedik. Refet'le buluşunuz. Ya Sivas civarında birlikte kalırsınız veyahut rahatça bizim nezdimize gelirsiniz. Kati cevap bekleriz. (Vesika"
104,"Halide Edip'in 'Türkiye'yi azim ve irade sahibi, geniş kafalı bir iki kişi belki kurtarabilir' ifadesinin anlamı nedir?","Bu ifade, Türkiye'nin kurtuluşunun güçlü liderlik ve uzak görüşlü karar alma gerektirdiğini, küçük düşüncelerin değil büyük vizyonun gerekli olduğunu vurgular.",revised_from_text_manual,question_ngram_search,184515,irade sahibi geniş kafalı,ve cebinde taşıyan bir Türkiye'yi ancak Yeni Dünya'nın kabiliyeti vücuda getirebilir.,Revised by extraction,ve cebinde taşıyan bir Türkiye'yi ancak Yeni Dünya'nın kabiliyeti vücuda getirebilir. 3. Harici rekabetleri ve kuvvetleri memleketimizden uzaklaştırabilecek bir zahire! ihtiyacımız var. Bunu ancak Avrupa haricinde ve Avrupa'dan kuvvetli bir elde bulabiliriz. 4. Bug
105,Halide Edip'in 'Macera ve mücadele devri artık geçmiştir. Gelecek için gelişme ve birlik muharebesi açmaya mecburuz' sözünün anlamı nedir?,"Askeri mücadele dönemi bitmeli, artık fikir ve medeniyet savaşı verilmelidir. Memleketin gelişmesi için eğitim, bilim ve modernleşme gereklidir.",revised_from_text_manual,question_ngram_search,184583,mücadele devri artık geçmiştir gelecek,Bugünkü emrivakilerin kalkması ve süratle davamızı dünyaya karşı müdafaa edebilmek i,Revised by extraction,cuda getirebilir. 3. Harici rekabetleri ve kuvvetleri memleketimizden uzaklaştırabilecek bir zahire! ihtiyacımız var. Bunu ancak Avrupa haricinde ve Avrupa'dan kuvvetli bir elde bulabiliriz. 4. Bugünkü emrivakilerin kalkması ve süratle davamızı dünyaya karşı müdafaa edebilmek i
106,Erzurum Kongresi'nde Mustafa Kemal'in 'tarihin bir milletin varlığını ve hakkını hiçbir zaman inkâr edemeyeceği' sözünün anlamı nedir?,"Bu söz, Türk milletinin varlığının ve haklarının tarihi bir gerçek olduğunu, dolayısıyla vatanımız ve milletimiz aleyhinde verilen hükümlerin muhakkak iflasa mahkûm olduğunu ifade eder.",partial_substring_support,answer_ngram_search,126668,dolayısıyla vatanımız milletimiz aleyhinde verilen,,,"ki siz biraderimin görüşleri pek isabetlidir. Bununla beraber, şehirlileri de milli his ve tesir altında tutmaktan geri kalınmayacağını ümit ederim. 7. Milli harekâtın gaye ve maksadı, kongre marifetiyle tamim olunacak beyannamelerle, tasavvur buyurduğunuz üzere yayımlanacaktır. 8. Meclisi"
107,Vilayatı Şarkiye Müdafaai Hukuku Milliye Cemiyeti'nin Erzurum şubesinin merkezi umumi namına görüş ve fikir beyan salahiyetinin Mustafa Kemal'e verilmesini istemesinin amacı nedir?,"Bu talep, Mustafa Kemal'in milli hareketi temsil yetkisini güçlendirmek ve merkezi otoriteyi sağlamlaştırmak içindir.",partial_substring_support,answer_ngram_search,57648,milli hareketi,,,nisa ve Aydın civarını işgali Bu tarihe kadar Yunan ordusunun Manisa ve Aydın civarlarını da işgal eylediğinden haberdar oldum. Fakat İzmir'de ve Aydın'da bulunduklarını bildiğim kuvvetlerin ne halde olduklarına dair hiçbir taraftan henüz açık bir maluma
108,Refet Bey'in İngilizlerle temas kurmasının ve onlarla görüşmesinin amacı nedir?,"İngilizlerin niyetlerini anlamak, Mustafa Kemal'i İstanbul'a götürme girişimlerini öğrenmek ve bu konuda istihbarat toplamaktır.",partial_substring_support,answer_ngram_search,11,mustafa kemal,,,"NUTUK Gazi Mustafa Kemal NUTUK 1. Cilt Genel Yayın Yönetmeni Şule Perinçek Editörler Nejat Bayramoğlu, Kurtuluş Güran Çevriyazı Ercüment Hüsnü B"
109,Mustafa Kemal'in Salâhattin'e 'Doğu vilayetlerinde terki arazi meselesi mevcut değildir' demesinin amacı nedir?,Doğu vilayetlerinde Ermenilere toprak verilmesi fikrine kesinlikle karşı çıkmak ve bu konudaki İstanbul hükümeti ve bazı çevrelerin girişimlerini reddetmektir.,partial_substring_support,answer_ngram_search,29944,doğu vilayetlerinde,,,"eti'nin yok olmasını çok kuvvetli bir ihtimal dahilinde görüyorlardı. Osmanlı vatanının parçalanacağı tehlikesi karşısında, Trakya'yı, mümkün olursa Batı Trakya'yı da ekleyerek, bir bütün olarak İslam ve Türk camiası halinde kurtarmayı düşünüyorlardı. Fakat b"
110,Umumi Kongre'nin Meclisi Milli'nin süratle seçilmesi ve toplanması kararının amacı nedir?,"Ferit Paşa'nın Sulh Konferansı'nda memleketi parçalama siyasetine karşı, Meclisi Milli'nin toplanmasından evvel sulhnameyi imza ile milleti emrivaki karşısında bırakmasını engellemektir.",partial_substring_support,answer_ngram_search,259372,milli nin toplanmasından evvel sulhnameyi,,,"ne müsaade olunmadığı takdirde İstanbul'la bütün Anadolu telgraf haberleşmelerini kesmeye mecbur olacağımızı üstünüze bildiriniz. Sivas! Umumi Kongre Heyeti Kolordu kumandanlarına da aşağıdaki genel tebliğ yapıldı: Sivas'tan, 11/12.9.1919 20. Kolordu Kumandanlığı’na, 15. Kolordu K"
111,Amasya Tamimi'nin ana mesajı nedir?,Vatanın bütünlüğü ve milletin bağımsızlığı tehlikededir. Merkezi hükümet mesuliyetini yerine getirememektedir. Milletin bağımsızlığını milletin azim ve kararı kurtaracaktır. Her türlü tesir ve denetimden uzak milli bir heyetin varlığı elzemdir ve Sivas'ta milli bir kongre toplanacaktır.,partial_substring_support,answer_ngram_search,73161,vatanın bütünlüğü milletin bağımsızlığı tehlikededir,,,"e kadar muhtelif harbiye nazırlarıyla ve doğrudan doğruya saray ile devam etmiştir. Anadolu'ya dahil olalı bir ay olmuştu. Bu müddet zarfında bütün ordular aksamıyla temas ve irtibat temin edilmiş ve millet mümkün olduğu kadar aydınlatılarak teyakkuza getirilmiş ve uyandırılmış, milli teşkil"
112,Halide Edip'in mektubunda Amerika mandası lehine öne sürülen temel sebepler nelerdir?,"1. Azınlıkların devamlı tehdidi ve Patrikhane'nin siyasi imtiyazları ortadan kalkmalı. 2. Asri bir hükümet teorisine ve tatbikatına ihtiyaç var, bunda para, ihtisas ve kudrete sahip değiliz. 3. Amerika Filipin'i asri bir makine haline getirmiştir. 4. Harici rekabetleri uzaklaştırabilecek bir zahire ihtiyacımız var. 5. Emrivakilerin kalkması için kuvvetli bir devletin müzaheretine ihtiyaç var.",partial_substring_support,answer_ngram_search,179815,patrikhane nin siyasi imtiyazları,,,"Beyefendi'ye ulaştırılması ve cevabının acilen alınması rica olunur: Bekir Sami Beyefendiye'dir. C. 30.7.1919.! Amerikan mandaterliği hakkındaki son izahatınızı öğrendik. Bu şartlara göre esas itibariyle korkulacak bir şey olmamak lazım. Bununla beraber, daha bir nokta hak"
113,Erzurum Kongresi'nin mesaisinin sonucu ne olmuştur?,"Mesaisinin neticesi, tespit ettiği nizamname ve bu nizamname muhteviyatını ilan eden beyanname içinde yer alanlardan ibarettir.",exact_quote_or_near,answer_substring,127515,,,,"m. Cemiyetin Erzurum şubesinden aldığım 10 Temmuz 1919 tarihli tezkerede, ""cemiyetin başına geçmemi ve heyeti faale! riyasetini kabul etmemi"" teklif ediyorlar ve beraber çalışmak üzere tayin ettikleri ve ayırdıkları beş zatın isimlerini bildiriyorlardı. Bu beş zat; Raif Efendi, emekli Binbaşı Süleyman Bey, emekli Binbaşı Kâzım Bey, Albayrak Gazetesi Müdürü Necati"
114,Merkezi hükümetle münasebetleri kesme kararının temel maddeleri nelerdir?,"1. Padişah namına devlet işleri yürütülecek, halkın hakları teminat altında. 2. Vazife yapmaktan kaçınanlar istifa etmiş sayılacak. 3. Milli emeller hilafında hareketler cezalandırılacak. 4. İstifa etmiş memurlardan milli kararlara muhalif olanlar cezalandırılacak. 5. Emniyet ve asayiş temini için tedbirler alınacak. 6. Meşru hükümet teşekkülüne kadar haberleşme mercii Sivas'ta Umumi Kongre Heyeti Temsiliyesi olacak.",partial_substring_support,answer_ngram_search,262882,umumi kongre heyeti temsiliyesi olacak,,,"bus seçimi için görünüşte bir emir vermişti. Fakat içinde bulunduğumuz tarihe kadar, yani Anadolu'nun İstanbul'la irtibatı kestiği 12 Eylül gününe kadar bu emir tatbik olunmamıştı. Son vaziyet üzerine en mühim meselenin mebus seçimini acilen temin etmek olacağını takdir buyurur"
115,Eylül 1919'da merkezi hükümetle ilişkilerin kesilmesi kararına gelen başlıca itirazların özeti nedir?,"Erzincan 48 saat mühlet önerdi. Diyarbekir hilafete karşı isyan görüntüsü, maaş sorunları ve İngilizlerle muharebeye girişmenin riskleri konusunda endişelendi. Erzurum heyeti merkeziyelerden olur alınması gerektiğini söyledi. Sivas geçici idare ilanının nizamnameye dayanmadığını belirtti. Servet Bey Sivas Kongresi'nin yetkilerini aştığını ve Erzurum kararları haricinde hareket edildiğini iddia etti.",partial_substring_support,answer_ngram_search,264848,heyeti merkeziyelerden olur alınması,,,ıklığa davetle aşağıdaki hususların süratle icrasını milletin hayati meselelerinden sayar ve beyan eyler: İlk olarak - Seçim hazırlıklarının yürürlükte olan kanundaki en asgari müddet zarfında icrası ve tamamlanması için belediyeler ve Müdafaai Hukuk Cemiyetleri tam faaliyet 
116,Mustafa Kemal'in 3 Haziran 1919 tarihli şifre telgrafına göre millet İzmir vakası üzerine nasıl bir tavır göstermiştir?,Milletimiz milli bağlılık göstermiş ve bağımsızlığın muhafazası hususunda kati azim tezahür ettirmiştir. Bu neticesi olan mazhariyeti şükrana değerdir.,partial_substring_support,answer_ngram_search,68281,bağımsızlığın muhafazası hususunda,,,"n uğursuz neticelere karşı en son fedakârlığı göze aldırdığını ve milli vicdanı temsil etmeyen ihbarların endişe verici akisler doğurduğunu"" yazmakla beraber, bütün milleti de bu keyfiyeten nasıl haberdar ettiğimi başka bir münasebetle beyan etmiştim. Sadrazam Ferit Paşa'nı"
117,3 Haziran 1919 telgrafında milletçe katiyen müdafaası talep olunan iki temel nokta nedir?,"Birincisi, mutlak surette devlet ve milletin tam bağımsızlığı. İkincisi de vatanın asli kısımlarında çoğunluğun azınlıklara feda edilmemesidir.",exact_quote_or_near,answer_substring,68962,,,,fı Hamit Beyefendi'ye Erzurum Valisi Münir Beyefendi'ye Sivas Vali Vekili Hâkim Hasbi Efendi Hazretleri'ne Kastamonu Valisi İbrahim Beyefendi'ye Ankara'da 20. Kolordu Kumandanı Ali Fuat Paşa Hazretleri'ne Konya'da Yıldırım Kıtaları Müfettişi Cemal Paşa Hazretleri'ne Diyarbekir'de 13. Kolordu Kumandan Vekili Cevdet Beyefendi'ye Van Valisi Haydar Beyefendi'ye Fransa siyasi temsilc
118,İtilaf ve Hürriyet Fırkası Reisi Sadık Bey Saltanat Şûrası'nda ne teklif etmiştir?,İtilaf ve Hürriyet Fırkası namına Reisi Sadık Bey'in yazılı ifadesinde İngiltere'nin himayesi teklif olunmuştur.,partial_substring_support,answer_ngram_search,69787,hürriyet fırkası namına reisi sadık,,,"ayetinde işgalden menedilmiş değildir. Her halde milletin, haklarını idrak etmiş ve onu çiğnetmemek için yekvücut olarak fedakârane harekete hazır olduğu İtilaf devletlerine karşı gösterilmeye ve ispata devam edildikçe söz konusu devletlerin milletimize hürmetkâr ve hakların"
119,Mustafa Kemal'e göre Paris'e gidecek heyetin müdafaa esaslarıyla milli vicdan arasında ne gereklidir?,Bu hususta Paris'e harekete hazırlanan heyetin görüşüyle milli vicdanın kati talebi arasında tam mutabakat şarttır.,exact_quote_or_near,answer_substring,69104,,,,ye Ankara'da 20. Kolordu Kumandanı Ali Fuat Paşa Hazretleri'ne Konya'da Yıldırım Kıtaları Müfettişi Cemal Paşa Hazretleri'ne Diyarbekir'de 13. Kolordu Kumandan Vekili Cevdet Beyefendi'ye Van Valisi Haydar Beyefendi'ye Fransa siyasi temsilcisi Mösyö Döfrans'ın Sadrazamlık makamına gelerek Osmanlı'nın haklarını Konferans huzurunda müdafaa için Paris'e gi
120,Müdafaai Hukuku Milliye ve Reddi İlhak Cemiyetlerinin Sadrazam Paşa'ya müracaatının amacı nedir?,Milli tam bağımsızlığın dokunulmazlığının ve milli çogunluğun haklarının korunmasının milletçe esas şart olduğu beyan ve buna göre gidecek heyetin müdafaa esaslarını millete resmen ve alenen bildirmesi talep olunmalıdır.,exact_quote_or_near,answer_substring,70550,,,,i talebi arasında tam mutabakat şarttır. Aksi takdirde millet gayet müşkül vaziyette ve telafi edilemez emrivakiler karşısında kalabilir. Bu endişeyi doğuran sebepler şunlardır. Sadrazam Paşa Hazretleri duyulan beyanatında bir Ermeni özerkliği esasını kabul etmiş olduğunu bildirdi. Bunun sınırını zikretmedi. Bundan Doğu Vilayetleri ahalisi bittabi üzüntü duydu ve keyfiyetin açıklanmasını istemeye mecbur oldu. Toplanmış olan Saltanat Şürası'nda da hemen he
121,"Mustafa Kemal'in 'milletin bu hareket tarzıyla, gidecek heyetin müdafaasına çalışacağı esasların hakikaten milletin arzu ve talebi olduğu İtilaf devletlerince malum olacak' ifadesinin önemi nedir?","Bu ifade, milli hareketin halkın gerçek iradesini temsil ettiğini İtilaf Devletlerine göstermenin önemini vurgular. Bu sayede Paris'e gidecek heyetin vazifesi kolaylaşacaktır.",partial_substring_support,answer_ngram_search,42116,tilaf devletlerine,,,"unu ve dokunulmazlığını düşünüyor. Halife ve padişahsız kurtuluşun manasını anlamak kabiliyetinde değil... Bu inanca muhalif fikir ve görüş ortaya koyacakların vay haline! Derhal dinsiz, vatansız, hain, reddolunmuş olur... Diğer mühim bir noktayı da ifade et"
122,Mustafa Kemal İstanbul'a 8 Haziran 1919'da davet edildiğinde bu daveti kim haber vermiştir?,"Gizli soru üzerine kimler tarafından ve ne için talep edildiğini, Erkânıharbiyei Umumiye Riyaseti makamında bulunan Cevat Paşa haber vermiştir.",partial_substring_support,answer_ngram_search,71569,nıharbiyei umumiye riyaseti makamında bulunan,,," olmadıkça, arz olunan noktalarda endişeye kapılmaktan kaçınılamaz. Bu suretle vilayetlerdeki ve bağlı yerlerdeki Müdafaai Hukuku Milliye ve Reddi İlhak Cemiyetlerinin temsilci heyetleri ve henüz teşkilatı tamamlanamayan yerlerde de belediye heyetleri tarafından Sadrazam Paşa Hazretle"
123,Mustafa Kemal Anadolu'ya dahil olalı bir ay içinde ordular aksamıyla nasıl bir çalışma yapmıştır?,"Bu müddet zarfında bütün ordular aksamıyla temas ve irtibat temin edilmiş ve millet mümkün olduğu kadar aydınlatılarak teyakkuza getirilmiş ve uyandırılmış, milli teşkilat fikri yayılmaya başlamıştı.",exact_quote_or_near,answer_substring,71894,,,," telgrafnamelerle müracaat edilerek, milli tam bağımsızlığın dokunulmazlığının ve milli çogunluğun haklarının korunmasının milletçe esas şart olduğu beyan ve buna göre gidecek heyetin müdafaa esaslarını millete resmen ve alenen bildirmesi talep olunmalıdır. Milletin bu hareket tarzıyla, gidecek heyetin müdafaasına çalışacağı esasların hakikaten milletin arzu ve talebi olduğu İtilaf devletlerince malum olacak ve bittabi daha ziyade eh"
124,İstanbul'a dönmeme kararı sonrasında Mustafa Kemal'in durumu nasıl tanımlanmıştır?,"Vuku bulan davet emrine itaat etmemiş ve icabet göstermemiş olmakla beraber, milli teşkilat ve harekâtın sevk ve teminine devam etmekte olduğuma göre, şahsen asi vaziyete geçmiş olduğuma şüphe edilemezdi.",exact_quote_or_near,answer_substring,72176,,,,"ıyla, gidecek heyetin müdafaasına çalışacağı esasların hakikaten milletin arzu ve talebi olduğu İtilaf devletlerince malum olacak ve bittabi daha ziyade ehemmiyetle nazarı dikkate alınarak heyetin vazifesini kolaylaştıracaktır. Bildirilen bu görüşlerin icap edenlere süratle ulaştırılıp bildirilmesini vatanımızın mukadderatı namına zatıâlii vatanperverilerinden hassaten istirham eylerim. Bu telgrafın ulaştığı zamanın bildirilmesini de ric"
125,Mustafa Kemal'e göre teşebbüslerin ve icraatın bir an evvel ne olması elzemdi?,Teşebbüslerin ve icraatın bir an evvel şahsi olmak mahiyetinden çıkarılması ve bütün milletin birlik ve dayanışmasını temin ve temsil edecek bir heyet namına olması elzemdi.,exact_quote_or_near,answer_substring,72514,,,,"lii vatanperverilerinden hassaten istirham eylerim. Bu telgrafın ulaştığı zamanın bildirilmesini de rica ederim. Mustafa Kemal İstanbul'a geri çağrılışım Bu tarihten beş gün sonra, yani 8 Haziran 1919'da İstanbul'a Harbiye Nazırı tarafından davet olunduğumu ve gizli sorum üzerine kimler tarafından ve ne için talep edildiğimi ricalimizden bir zatın haber verdiğini vaktiyle bir münasebetle vuku bulan beyanatımd"
126,Mustafa Kemal'in 'genel vaziyeti artık bir kumandan sıfatıyla sevk ve idareye devam imkânı kalmamıştı' ifadesinin anlamı nedir?,"Bu ifade, artık askeri bir rütbe ve görevle hareket etmenin yeterli olmadığını, milli bir harekete dönüşmüş olan süreci ancak sivil ve milli bir temsiliyet ile yönetmenin mümkün olduğunu gösterir.",partial_substring_support,answer_ngram_search,313244,mümkün olduğunu,,,"t habersiz İstanbul'a çekilip gitmesi, Konya ve havalisini Vali Cemal Bey'in hükmü altında bırakmıştı. Oraya maksadı yakından anlamış olan bir zatın gönderilmesine ihtiyaç vardı. Sivas'ta yanımızda bulunan Refet Bey'in gönderilmesi uygun görüldü. Refet Be"
127,18 Haziran 1919 tarihinde Trakya'ya verilen direktifin tatbiki zamanı neden gelmiş bulunuyordu?,Çünkü teşebbüslerin şahsi olmaktan çıkarılması ve bütün milletin birlik ve dayanışmasını temsil edecek bir heyet namına olması gerekiyordu. Sivas'ta genel bir milli heyet toplamak zamanı gelmişti.,partial_substring_support,answer_ngram_search,72593,bütün milletin birlik,,,"ın bildirilmesini de rica ederim. Mustafa Kemal İstanbul'a geri çağrılışım Bu tarihten beş gün sonra, yani 8 Haziran 1919'da İstanbul'a Harbiye Nazırı tarafından davet olunduğumu ve gizli sorum üzerine kimler tarafından ve ne için talep edildiğimi ricalimizden "
128,Rauf Bey İstanbul'u terk ederken Mustafa Kemal'e gelmeden önce neden Manisa havalisine gitmiştir?,Arkadaşı olan 56. Fırka Kumandanı Miralay Bekir Sami Bey'le buluşmak üzere ve İzmir cephesine daha yakın bir yerde daha faal ve daha faydalı olacağını farz ettiği için gitmiştir.,partial_substring_support,answer_ngram_search,77128,fırka kumandanı miralay bekir sami,,,"elgraf da şifredir. O halde neden ismini şifre olarak dahi yazdırmaktan çekiniyor?! Bir hayli düşündüm. Anlar gibi oldum. Tahmin buyurulur ki, muamma halliyle iştigale zamanım müsait değildi. Fakat, Fuat Paşa'yı yakından görmek, mıntıkaları, muhitleri, düşünceleri hakkında "
